episode,step,episode_return,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
184,12761,-313.0930000000001,0.69692625,0.9207268953323364,47,14,10,70,2941
185,12831,-130.97699999999998,0.6952637500000001,0.9918780326843262,45,7,18,67,2958
186,12892,25.042,0.6938150000000001,1.3074454069137573,43,12,6,60,2974
187,12949,-100.94600000000005,0.69246125,1.0692952871322632,42,9,6,55,2988
188,13023,-633.3970000000002,0.69070375,0.7736619710922241,46,13,15,68,3006
189,13088,-3.9579999999997852,0.68916,0.6647201776504517,50,11,4,59,3023
190,13156,-76.90100000000004,0.6875450000000001,0.8240340948104858,48,11,9,63,3040
191,13206,-115.68900000000002,0.6863575,0.7519752383232117,43,6,1,46,3052
192,13258,-184.88500000000002,0.6851225,0.5699194073677063,42,6,4,49,3065
193,13313,-174.77299999999997,0.68381625,0.822830319404602,38,6,11,50,3079
194,13430,-348.24399999999997,0.6810375,1.3277498483657837,72,22,23,105,3108
195,13488,-421.0710000000001,0.67966,0.9648960828781128,43,8,7,53,3123
196,13562,-207.80100000000002,0.6779025000000001,0.7912928462028503,50,12,12,66,3141
197,13611,-341.326,0.67673875,1.065129280090332,40,4,5,46,3153
198,13677,-151.326,0.67517125,0.652574360370636,46,10,10,62,3170
199,13735,-219.89600000000007,0.67379375,0.9440608024597168,38,7,13,54,3184
200,13785,-261.00899999999996,0.6726062500000001,1.0137397050857544,38,3,9,47,3197
201,13857,-514.697,0.67089625,1.0204555988311768,45,16,11,65,3215
202,13919,-125.5999999999999,0.66942375,0.5843141674995422,41,8,13,59,3230
203,13974,-309.072,0.6681175,0.8808095455169678,40,8,7,51,3244
204,14044,-388.31100000000015,0.666455,1.0652104616165161,47,10,13,65,3262
205,14097,-109.69899999999998,0.66519625,1.1235589981079102,40,6,7,51,3275
206,14181,-208.7990000000001,0.66320125,0.9231201410293579,55,13,16,75,3296
207,14244,-1069.0200000000002,0.661705,1.1793104410171509,46,5,12,60,3312
208,14292,-24.204000000000008,0.6605650000000001,0.5668772459030151,41,3,4,45,3324
209,14361,-677.1200000000001,0.65892625,1.3785752058029175,52,10,7,65,3341
210,14413,-59.95500000000005,0.6576912500000001,1.0791813135147095,40,7,5,49,3354
211,14465,-78.09400000000007,0.65645625,1.3615434169769287,37,10,5,48,3367
212,14524,-190.086,0.655055,0.7677534222602844,38,12,9,55,3382
213,14582,-34.96199999999999,0.6536775,0.8170174360275269,42,11,5,55,3396
214,14648,-230.5430000000001,0.65211,0.9862260222434998,43,9,14,62,3413
215,14719,-12.31100000000012,0.6504237500000001,0.7099440693855286,51,10,10,67,3430
